timestamp,TDS,turbidity,temperature,pH,status,cause,ph_dev,tds_temp_ratio,turbidity_x_ph,temp_sqr,tds_diff,temp_diff,ph_diff,tds_rollmean_3,ph_rollstd_3
2025-07-24T11:31:48.942Z,598.09,16.82,30.7,5.44,CLOSED,pH&TDS,-1.560,19.482,91.501,942.49,261.380,-53.100,-1.620,434.313,0.979
2025-07-24T11:31:58.956Z,372.85,16.35,36.6,5.67,CLOSED,pH,-1.330,10.187,92.705,1339.56,-225.240,5.900,0.230,435.883,0.716
2025-07-24T11:32:08.969Z,305.64,13.53,38.9,11.71,CLOSED,pH,4.710,7.857,158.436,1513.21,-67.210,2.300,6.040,425.527,2.903
2025-07-24T11:32:18.973Z,341.93,63.03,35.1,7.51,CLOSED,Turbidity,0.510,9.742,473.355,1232.01,36.290,-3.800,-4.200,340.140,2.528
2025-07-24T11:32:28.988Z,408.36,10.68,84.1,13.56,CLOSED,pH&Temperature,6.560,4.856,144.821,7072.81,66.430,49.000,6.050,351.977,2.531
2025-07-24T11:32:38.997Z,429.27,20.85,66.1,7.68,CLOSED,Temperature,0.680,6.494,160.128,4369.21,20.910,-18.000,-5.880,393.187,2.813
2025-07-24T11:32:49.004Z,403.26,65.8,43.6,7.24,CLOSED,Turbidity,0.240,9.249,476.392,1900.96,-26.010,-22.500,-0.440,413.630,2.881
2025-07-24T11:32:59.011Z,451.94,25.12,54.2,6.41,CLOSED,pH&Temperature,-0.590,8.338,161.019,2937.64,48.680,10.600,-0.830,428.157,0.527
2025-07-24T11:33:09.017Z,446.84,50.93,32.5,12.18,CLOSED,pH&Turbidity,5.180,13.749,620.327,1056.25,-5.100,-21.700,5.770,434.013,2.547
2025-07-24T11:33:19.018Z,351.73,66.6,42.1,7.14,CLOSED,Turbidity,0.140,8.355,475.524,1772.41,-95.110,9.600,-5.040,416.837,2.565
2025-07-24T11:33:29.032Z,458.67,62.46,32.3,11.79,CLOSED,pH&Turbidity,4.790,14.200,736.403,1043.29,106.940,-9.800,4.650,419.080,2.289
2025-07-24T11:33:39.037Z,386.7,23.37,48.9,7.33,CLOSED,Temperature,0.330,7.908,171.302,2391.21,-71.970,16.600,-4.460,399.033,2.149
2025-07-24T11:33:49.044Z,346.84,55.51,25.4,6.56,CLOSED,Turbidity,-0.440,13.655,364.146,645.16,-39.860,-23.500,-0.770,397.403,2.305
2025-07-24T11:33:59.059Z,434.44,72.81,62.7,7.67,CLOSED,Turbidity&Temperature,0.670,6.929,558.453,3931.29,87.600,37.300,1.110,389.327,0.464
2025-07-24T11:34:09.066Z,487.8,22.26,43.9,7.01,OPEN,None,0.010,11.112,156.043,1927.21,53.360,-18.800,-0.660,423.027,0.456
2025-07-24T11:34:19.069Z,419.98,21.81,33.1,0.02,CLOSED,pH,-6.980,12.688,0.436,1095.61,-67.820,-10.800,-6.990,447.407,3.461
2025-07-24T11:34:29.080Z,390.04,18.68,89,10.36,CLOSED,pH&Temperature,3.360,4.382,193.525,7921.00,-29.940,55.900,10.340,432.607,4.308
2025-07-24T11:34:39.094Z,535.45,43.25,22.6,5.42,CLOSED,pH&TDS&Turbidity,-1.580,23.692,234.415,510.76,145.410,-66.400,-4.940,448.490,4.223
2025-07-24T11:34:49.099Z,361.02,17.44,47.6,7.87,CLOSED,Temperature,0.870,7.584,137.253,2265.76,-174.430,25.000,2.450,428.837,2.017
2025-07-24T11:34:59.111Z,381.09,60.85,33.7,7.58,CLOSED,Turbidity,0.580,11.308,461.243,1135.69,20.070,-13.900,-0.290,425.853,1.093
2025-07-24T11:35:09.117Z,402.3,12.04,80,6.97,CLOSED,Temperature,-0.030,5.029,83.919,6400.00,21.210,46.300,-0.610,381.470,0.375
2025-07-24T11:35:19.119Z,418.11,23.68,24.4,5.92,CLOSED,pH,-1.080,17.136,140.186,595.36,15.810,-55.600,-1.050,400.500,0.686
2025-07-24T11:35:29.128Z,345.67,17.65,33.7,3.02,CLOSED,pH,-3.980,10.257,53.303,1135.69,-72.440,9.300,-2.900,388.693,1.670
2025-07-24T11:35:39.130Z,378.16,27.66,43.3,6.91,OPEN,None,-0.090,8.733,191.131,1874.89,32.490,9.600,3.890,380.647,1.651
2025-07-24T11:35:49.134Z,430.97,17.87,51.4,11.82,CLOSED,pH&Temperature,4.820,8.385,211.223,2641.96,52.810,8.100,4.910,384.933,3.601
2025-07-24T11:35:59.132Z,383.83,66.48,31.2,0,CLOSED,pH&Turbidity,-7.000,12.302,0.000,973.44,-47.140,-20.200,-11.820,397.653,4.848
2025-07-24T11:36:09.139Z,439.58,21.77,60.7,2.45,CLOSED,pH&Temperature,-4.550,7.242,53.337,3684.49,55.750,29.500,0.000,418.127,5.094
2025-07-24T11:36:19.143Z,375.77,66.92,80.1,7.04,CLOSED,Turbidity&Temperature,0.040,4.691,471.117,6416.01,-63.810,19.400,4.590,399.727,2.918
2025-07-24T11:36:29.147Z,596.65,83.75,35.2,9,CLOSED,pH&TDS&Turbidity,2.000,16.950,753.750,1239.04,220.880,-44.900,1.960,470.667,2.745
2025-07-24T11:36:39.155Z,473.96,10.85,42,8.16,OPEN,None,1.160,11.285,88.536,1764.00,-122.690,6.800,-0.840,482.127,0.803
2025-07-24T11:36:49.167Z,378.9,54.83,41.6,7.84,CLOSED,Turbidity,0.840,9.108,429.867,1730.56,-95.060,-0.400,-0.320,483.170,0.489
2025-07-24T11:36:59.171Z,408.71,28.13,68.6,6.79,CLOSED,Temperature,-0.210,5.958,191.003,4705.96,29.810,27.000,-1.050,420.523,0.585
2025-07-24T11:37:09.171Z,453.62,22.74,43.2,9.02,CLOSED,pH,2.020,10.500,205.115,1866.24,44.910,-25.400,2.230,413.743,0.911
2025-07-24T11:37:19.175Z,401.9,20.16,80.6,6.97,CLOSED,Temperature,-0.030,4.986,140.515,6496.36,-51.720,37.400,-2.050,421.410,1.011
2025-07-24T11:37:29.174Z,511.78,61.72,72.3,2.42,CLOSED,pH&TDS&Turbidity&Temperature,-4.580,7.079,149.362,5227.29,109.880,-8.300,-4.550,455.767,2.758
2025-07-24T11:37:39.180Z,514.67,55.3,36.6,6.76,CLOSED,TDS&Turbidity,-0.240,14.062,373.828,1339.56,2.890,-35.700,4.340,476.117,2.097
2025-07-24T11:37:49.185Z,382.5,16.3,67.6,7.7,CLOSED,Temperature,0.700,5.658,125.510,4569.76,-132.170,31.000,0.940,469.650,2.300
2025-07-24T11:37:59.190Z,462.77,104.34,93.9,6.65,CLOSED,Turbidity&Temperature,-0.350,4.928,693.861,8817.21,80.270,26.300,-1.050,453.313,0.471
2025-07-24T11:38:09.196Z,705.54,20.24,67.6,5.47,CLOSED,pH&TDS&Temperature,-1.530,10.437,110.713,4569.76,242.770,-26.300,-1.180,516.937,0.911
2025-07-24T11:38:19.201Z,453.79,29.33,54.5,1.71,CLOSED,pH&Temperature,-5.290,8.326,50.154,2970.25,-251.750,-13.100,-3.760,540.700,2.106
2025-07-24T11:38:29.206Z,426.23,27.69,69.2,7.75,CLOSED,Temperature,0.750,6.159,214.597,4788.64,-27.560,14.700,6.040,528.520,2.490
2025-07-24T11:38:39.212Z,507.5,13.44,93.5,6.26,CLOSED,pH&TDS&Temperature,-0.740,5.428,84.134,8742.25,81.270,24.300,-1.490,462.507,2.569
2025-07-24T11:38:49.217Z,490.2,29.68,31.1,0.4,CLOSED,pH,-6.600,15.762,11.872,967.21,-17.300,-62.400,-5.860,474.643,3.172
2025-07-24T11:38:59.225Z,339.48,39.05,30.3,12.52,CLOSED,pH&Turbidity,5.520,11.204,488.906,918.09,-150.720,-0.800,12.120,445.727,4.949
2025-07-24T11:39:09.222Z,323.47,18.54,34.8,9.36,CLOSED,pH,2.360,9.295,173.534,1211.04,-16.010,4.500,-3.160,384.383,5.133
2025-07-24T11:39:19.227Z,316.4,28.43,89.5,7.05,CLOSED,Temperature,0.050,3.535,200.431,8010.25,-7.070,54.700,-2.310,326.450,2.242
2025-07-24T11:39:29.233Z,548.42,59.11,32.7,5.86,CLOSED,pH&TDS&Turbidity,-1.140,16.771,346.385,1069.29,232.020,-56.800,-1.190,396.097,1.453
2025-07-24T11:39:39.239Z,367.99,21.59,31.3,8.24,OPEN,None,1.240,11.757,177.902,979.69,-180.430,-1.400,2.380,410.937,0.972
2025-07-24T11:39:49.250Z,319.4,15.39,29.5,7.12,OPEN,None,0.120,10.827,109.577,870.25,-48.590,-1.800,-1.120,411.937,0.972
2025-07-24T11:39:59.257Z,275.84,39.08,43,6.49,CLOSED,pH&Turbidity,-0.510,6.415,253.629,1849.00,-43.560,13.500,-0.630,321.077,0.724
2025-07-24T11:40:09.263Z,424.79,21.2,88.8,6.69,CLOSED,Temperature,-0.310,4.784,141.828,7885.44,148.950,45.800,0.200,340.010,0.263
2025-07-24T11:40:19.267Z,548.77,26.71,34.8,11.5,CLOSED,pH&TDS,4.500,15.769,307.165,1211.04,123.980,-54.000,4.810,416.467,2.316
2025-07-24T11:40:29.273Z,351.93,32.92,42.5,2.33,CLOSED,pH&Turbidity,-4.670,8.281,76.704,1806.25,-196.840,7.700,-9.170,441.830,3.745
2025-07-24T11:40:39.279Z,423.08,44.44,33.1,9.16,CLOSED,pH&Turbidity,2.160,12.782,407.070,1095.61,71.150,-9.400,6.830,441.260,3.890
2025-07-24T11:40:49.283Z,417.39,26.04,81.3,2.9,CLOSED,pH&Temperature,-4.100,5.134,75.516,6609.69,-5.690,48.200,-6.260,397.467,3.094
2025-07-24T11:40:59.284Z,541.43,106.38,90.1,6.64,CLOSED,TDS&Turbidity&Temperature,-0.360,6.009,706.363,8118.01,124.040,8.800,3.740,460.633,2.572
2025-07-24T11:41:09.289Z,712.81,13.42,28.3,5.5,CLOSED,pH&TDS,-1.500,25.188,73.810,800.89,171.380,-61.800,-1.140,557.210,1.565
2025-07-24T11:41:19.292Z,270.7,5.7,22.8,2.33,CLOSED,pH&Turbidity,-4.670,11.873,13.281,519.84,-442.110,-5.500,-3.170,508.313,1.823
2025-07-24T11:41:29.298Z,289.27,50.31,46.9,8.42,CLOSED,Turbidity&Temperature,1.420,6.168,423.610,2199.61,18.570,24.100,6.090,424.260,2.487
2025-07-24T11:41:39.303Z,441.21,23.06,30.6,6.51,OPEN,None,-0.490,14.419,150.121,936.36,151.940,-16.300,-1.910,333.727,2.543
2025-07-24T11:41:49.308Z,351.94,26.04,35.5,9.49,CLOSED,pH,2.490,9.914,247.120,1260.25,-89.270,4.900,2.980,360.807,1.233
2025-07-24T11:41:59.314Z,408.28,27.47,44.2,4.34,CLOSED,pH,-2.660,9.237,119.220,1953.64,56.340,8.700,-5.150,400.477,2.111
2025-07-24T11:42:09.320Z,412.23,21.99,28.2,3.27,CLOSED,pH,-3.730,14.618,71.907,795.24,3.950,-16.000,-1.070,390.817,2.715
2025-07-24T11:42:19.325Z,321.83,29.4,23.4,0.94,CLOSED,pH,-6.060,13.753,27.636,547.56,-90.400,-4.800,-2.330,380.780,1.419
2025-07-24T11:42:29.331Z,333.88,13.95,40.1,13.13,CLOSED,pH,6.130,8.326,183.163,1608.01,12.050,16.700,12.190,355.980,5.284
2025-07-24T11:42:39.337Z,384.26,19.39,23.4,6.59,OPEN,None,-0.410,16.421,127.780,547.56,50.380,-16.700,-6.540,346.657,4.981
2025-07-24T11:42:49.343Z,264.04,21.14,47.6,1.33,CLOSED,pH&Temperature,-5.670,5.547,28.116,2265.76,-120.220,24.200,-5.260,327.393,4.827
2025-07-24T11:42:59.347Z,403.44,16.62,40.2,7.25,OPEN,None,0.250,10.036,120.495,1616.04,139.400,-7.400,5.920,350.580,2.649
2025-07-24T11:43:09.353Z,317.05,40.16,41.4,0.32,CLOSED,pH&Turbidity,-6.680,7.658,12.851,1713.96,-86.390,1.200,-6.930,328.177,3.057
2025-07-24T11:43:19.358Z,410.01,38.9,41.6,5.01,CLOSED,pH&Turbidity,-1.990,9.856,194.889,1730.56,92.960,0.200,4.690,376.833,2.887
2025-07-24T11:43:29.366Z,377.38,21.06,81.1,0.1,CLOSED,pH&Temperature,-6.900,4.653,2.106,6577.21,-32.630,39.500,-4.910,368.147,2.265
2025-07-24T11:43:39.370Z,477.83,16.22,80.7,5.88,CLOSED,pH&Temperature,-1.120,5.921,95.374,6512.49,100.450,-0.400,5.780,421.740,2.545
2025-07-24T11:43:49.375Z,495.03,13.73,21.3,6.6,OPEN,None,-0.400,23.241,90.618,453.69,17.200,-59.400,0.720,450.080,2.909
2025-07-24T11:43:59.383Z,332,45.59,20.9,11.89,CLOSED,pH&Turbidity,4.890,15.885,542.065,436.81,-163.030,-0.400,5.290,434.953,2.680
2025-07-24T11:44:09.389Z,381.41,17.28,27.6,10.84,CLOSED,pH,3.840,13.819,187.315,761.76,49.410,6.700,-1.050,402.813,2.287
2025-07-24T11:44:19.395Z,269.42,40.07,50.1,6.61,CLOSED,Turbidity&Temperature,-0.390,5.378,264.863,2510.01,-111.990,22.500,-4.230,327.610,2.282
2025-07-24T11:44:29.393Z,427.42,64.05,67.3,6.93,CLOSED,Turbidity&Temperature,-0.070,6.351,443.866,4529.29,158.000,17.200,0.320,359.417,1.923
2025-07-24T11:44:39.407Z,531.64,18.79,30.2,6.01,CLOSED,pH&TDS,-0.990,17.604,112.928,912.04,104.220,-37.100,-0.920,409.493,0.381
2025-07-24T11:44:49.408Z,335.32,15.97,81.1,7.2,CLOSED,Temperature,0.200,4.135,114.984,6577.21,-196.320,50.900,1.190,431.460,0.509
2025-07-24T11:44:59.414Z,461.98,35.98,30.9,3.64,CLOSED,pH&Turbidity,-3.360,14.951,130.967,954.81,126.660,-50.200,-3.560,442.980,1.480
2025-07-24T11:45:09.419Z,404.5,56.23,35.9,8.03,CLOSED,Turbidity,1.030,11.267,451.527,1288.81,-57.480,5.000,4.390,400.600,1.904
